Workflow_ID,Process_Name,Task_ID,Task_Type,Priority_Level,Department,Assigned_Employee_ID,Task_Start_Time,Task_End_Time,Estimated_Time_Minutes,Actual_Time_Minutes,Delay_Flag,Approval_Level,Employee_Workload,Cost_Per_Task,workload_bin,start_date,start_month,start_hour,start_dayofweek,start_month_num,anomaly,cluster,pca1,pca2,dbscan_cluster
WF_44,Invoice Approval,TASK_44,Validation,Critical,Finance,EMP_7,2024-06-22 19:43:00,2024-06-23 00:02:00,210,259,1,Level 1,5,474.62,5-6,2024-06-22,2024-06,19,5,6,1,0,1.6633824306146427,-0.15655100754731216,4
WF_45,IT Support Ticket,TASK_45,Review,Low,Finance,EMP_16,2024-06-20 23:55:00,2024-06-21 01:55:00,62,120,1,Level 1,8,173.69,7-8,2024-06-20,2024-06,23,3,6,1,0,2.1296253009006976,-0.2000209739690379,4
WF_46,IT Support Ticket,TASK_46,Approval,Low,Finance,EMP_28,2024-11-25 06:34:00,2024-11-25 08:09:00,82,95,1,Level 1,5,170.79,5-6,2024-11-25,2024-11,6,0,11,1,0,2.1187676472015187,-0.3344047750948033,4
WF_47,HR Onboarding,TASK_47,Validation,High,IT,EMP_94,2024-01-09 00:32:00,2024-01-09 02:56:00,76,144,1,Level 1,6,482.99,5-6,2024-01-09,2024-01,0,1,1,1,1,-1.3225491187262501,0.27649403150377816,5
WF_48,Invoice Approval,TASK_48,Validation,Low,IT,EMP_55,2024-06-03 04:05:00,2024-06-03 09:32:00,228,327,1,Level 2,3,205.93,3-4,2024-06-03,2024-06,4,0,6,1,1,-1.635929071380464,0.05571914415308227,-1
WF_49,HR Onboarding,TASK_49,Escalation,Critical,IT,EMP_86,2024-06-24 12:33:00,2024-06-24 15:14:00,83,161,1,Level 1,1,197.84,0-2,2024-06-24,2024-06,12,0,6,1,1,-1.341317483633849,-0.06786454064874231,5
WF_50,Customer Complaint,TASK_50,Review,High,IT,EMP_16,2024-07-13 01:19:00,2024-07-13 05:24:00,195,245,1,Level 2,6,252.59,5-6,2024-07-13,2024-07,1,5,7,1,1,-1.4288798207086189,0.18853148975871192,5
WF_51,IT Support Ticket,TASK_51,Approval,High,IT,EMP_53,2024-08-07 02:35:00,2024-08-07 04:36:00,52,121,1,Level 3,1,122.07,0-2,2024-08-07,2024-08,2,2,8,1,1,-1.229553497867507,-0.1120311506155835,5
WF_52,Purchase Order,TASK_52,Approval,Critical,HR,EMP_121,2024-03-11 13:03:00,2024-03-11 15:29:00,48,146,1,Level 3,2,54.31,0-2,2024-03-11,2024-03,13,0,3,1,3,-0.6451254315959591,-1.743624115997594,1
WF_53,Purchase Order,TASK_53,Approval,Medium,Operations,EMP_118,2024-07-09 07:25:00,2024-07-09 10:21:00,174,176,1,Level 1,8,322.24,7-8,2024-07-09,2024-07,7,1,7,1,2,-0.11538300588163103,2.043632426786684,3
WF_54,Customer Complaint,TASK_54,Review,High,IT,EMP_146,2024-08-12 15:37:00,2024-08-12 17:47:00,67,130,1,Level 1,2,448.59,0-2,2024-08-12,2024-08,15,0,8,1,1,-1.3630387894941547,0.08689667665248108,5
WF_55,Customer Complaint,TASK_55,Validation,Low,HR,EMP_125,2024-03-24 12:22:00,2024-03-24 16:13:00,183,231,1,Level 3,1,51.05,0-2,2024-03-24,2024-03,12,6,3,-1,3,-0.8348397736312255,-1.7700771211031638,1
WF_56,IT Support Ticket,TASK_56,Escalation,Critical,HR,EMP_28,2024-11-25 11:00:00,2024-11-25 13:23:00,71,143,1,Level 1,1,116.5,0-2,2024-11-25,2024-11,11,0,11,1,3,-0.6857720998328145,-1.7574340316490855,1
WF_57,Customer Complaint,TASK_57,Validation,High,Operations,EMP_91,2024-03-04 20:40:00,2024-03-04 21:26:00,42,46,1,Level 1,8,148.44,7-8,2024-03-04,2024-03,20,0,3,1,2,0.2176344318114428,1.9343626995018026,6
WF_58,Invoice Approval,TASK_58,Data Entry,Critical,Customer Service,EMP_68,2024-09-03 10:46:00,2024-09-03 11:29:00,40,43,1,Level 3,4,258.24,3-4,2024-09-03,2024-09,10,1,9,1,1,0.5403901593858522,-0.4797216536359861,8
WF_59,HR Onboarding,TASK_59,Approval,Low,HR,EMP_106,2024-02-08 01:36:00,2024-02-08 03:51:00,70,135,1,Level 3,2,202.6,0-2,2024-02-08,2024-02,1,3,2,1,3,-0.6849227813014975,-1.6757689598852277,1
WF_60,HR Onboarding,TASK_60,Data Entry,Critical,IT,EMP_45,2024-06-11 00:35:00,2024-06-11 04:17:00,187,222,1,Level 3,9,60.36,9-10,2024-06-11,2024-06,0,1,6,1,1,-1.240447421076135,0.22062344335590567,5
WF_61,Invoice Approval,TASK_61,Review,High,IT,EMP_101,2024-06-19 16:23:00,2024-06-19 20:05:00,207,222,1,Level 1,5,441.27,5-6,2024-06-19,2024-06,16,2,6,1,1,-1.4821952769230604,0.23039155225096697,5
WF_62,HR Onboarding,TASK_62,Review,High,Operations,EMP_105,2024-07-20 17:05:00,2024-07-20 18:54:00,88,109,1,Level 2,9,464.98,9-10,2024-07-20,2024-07,17,5,7,1,2,-0.01991148384328445,2.1398093074415563,3
WF_63,IT Support Ticket,TASK_63,Escalation,Medium,HR,EMP_58,2024-05-19 01:43:00,2024-05-19 06:30:00,192,287,1,Level 3,10,269.71,9-10,2024-05-19,2024-05,1,6,5,1,3,-0.8517499669952929,-1.2715643050641379,-1
WF_64,Purchase Order,TASK_64,Approval,Critical,IT,EMP_30,2024-01-06 00:27:00,2024-01-06 02:08:00,22,101,1,Level 1,7,497.43,7-8,2024-01-06,2024-01,0,5,1,1,1,-1.2216704624660244,0.3169773208292932,5
WF_65,HR Onboarding,TASK_65,Approval,Medium,Customer Service,EMP_146,2024-03-19 23:08:00,2024-03-20 01:23:00,68,135,1,Level 2,9,269.23,9-10,2024-03-19,2024-03,23,1,3,1,1,0.4550444590962514,-0.24236002395549158,0
WF_66,Customer Complaint,TASK_66,Validation,Medium,Finance,EMP_75,2024-08-28 01:24:00,2024-08-28 04:50:00,180,206,1,Level 1,10,250.3,9-10,2024-08-28,2024-08,1,2,8,1,0,1.9667680887249828,-0.06067689702506668,4
WF_67,HR Onboarding,TASK_67,Escalation,Low,Customer Service,EMP_20,2024-10-06 22:31:00,2024-10-07 01:31:00,184,180,0,Level 2,9,235.12,9-10,2024-10-06,2024-10,22,6,10,1,1,0.37908409759859163,-0.24912856664975372,0
WF_68,HR Onboarding,TASK_68,Data Entry,Medium,IT,EMP_67,2024-11-04 19:01:00,2024-11-04 20:14:00,70,73,1,Level 3,2,180.6,0-2,2024-11-04,2024-11,19,0,11,1,1,-1.1370414719728197,-0.05173294283085911,5
WF_69,Invoice Approval,TASK_69,Review,Medium,Customer Service,EMP_124,2024-11-17 02:52:00,2024-11-17 07:21:00,210,269,1,Level 3,9,309.64,9-10,2024-11-17,2024-11,2,6,11,1,1,0.16963935545375777,-0.19535437826000895,0
WF_70,IT Support Ticket,TASK_70,Approval,Medium,Finance,EMP_135,2024-08-28 15:01:00,2024-08-28 17:22:00,114,141,1,Level 2,2,164.67,0-2,2024-08-28,2024-08,15,2,8,1,0,1.966960085283897,-0.4555337754697307,4
WF_71,IT Support Ticket,TASK_71,Review,High,HR,EMP_76,2024-01-03 00:39:00,2024-01-03 05:15:00,174,276,1,Level 3,2,488.9,0-2,2024-01-03,2024-01,0,2,1,-1,3,-1.0869024625402985,-1.5109945182534952,1
WF_72,Purchase Order,TASK_72,Data Entry,High,IT,EMP_27,2024-02-16 12:15:00,2024-02-16 14:10:00,109,115,1,Level 2,1,473.42,0-2,2024-02-16,2024-02,12,4,2,1,1,-1.3640553988941144,0.05291691319653524,5
WF_73,Customer Complaint,TASK_73,Approval,Low,Customer Service,EMP_9,2024-09-01 08:02:00,2024-09-01 09:49:00,99,107,1,Level 1,5,366.29,5-6,2024-09-01,2024-09,8,6,9,1,1,0.3877885752249422,-0.3726876327253684,0
WF_74,Invoice Approval,TASK_74,Review,High,IT,EMP_26,2024-01-08 11:40:00,2024-01-08 12:12:00,21,32,1,Level 2,3,380.23,3-4,2024-01-08,2024-01,11,0,1,1,1,-1.1174025099016724,0.07676589943675638,-1
WF_75,HR Onboarding,TASK_75,Review,Low,HR,EMP_27,2024-04-02 13:56:00,2024-04-02 16:13:00,65,137,1,Level 2,5,336.77,5-6,2024-04-02,2024-04,13,1,4,1,3,-0.682714991141427,-1.4840785468542477,1
WF_76,Customer Complaint,TASK_76,Data Entry,Low,Customer Service,EMP_135,2024-03-08 07:07:00,2024-03-08 12:02:00,177,295,1,Level 2,1,54.3,0-2,2024-03-08,2024-03,7,4,3,-1,1,0.05823179061245627,-0.6515473851247245,0
WF_77,HR Onboarding,TASK_77,Escalation,Medium,Customer Service,EMP_71,2024-10-01 14:15:00,2024-10-01 15:42:00,86,87,1,Level 3,9,365.36,9-10,2024-10-01,2024-10,14,1,10,1,1,0.5111524343314324,-0.20687896657991942,0
WF_78,Customer Complaint,TASK_78,Approval,Low,Finance,EMP_8,2024-03-09 06:19:00,2024-03-09 09:02:00,88,163,1,Level 3,7,321.79,7-8,2024-03-09,2024-03,6,5,3,1,0,1.9609611302915289,-0.1636189787957561,4
WF_79,Purchase Order,TASK_79,Review,High,Customer Service,EMP_28,2024-06-05 06:05:00,2024-06-05 08:24:00,139,139,0,Level 2,2,299.98,0-2,2024-06-05,2024-06,6,2,6,1,1,0.28914031899913506,-0.5252018936276758,0
WF_80,IT Support Ticket,TASK_80,Data Entry,Critical,Finance,EMP_63,2024-10-30 21:47:00,2024-10-30 23:03:00,17,76,1,Level 1,6,286.49,5-6,2024-10-30,2024-10,21,2,10,1,0,2.1293179714971875,-0.24102773915387,4
WF_81,Invoice Approval,TASK_81,Approval,Medium,Operations,EMP_38,2024-01-26 11:14:00,2024-01-26 14:52:00,105,218,1,Level 2,9,393.35,9-10,2024-01-26,2024-01,11,4,1,1,2,-0.2084884518403573,2.1286138702577135,3
WF_82,Invoice Approval,TASK_82,Review,Low,Operations,EMP_78,2024-01-04 15:44:00,2024-01-04 15:56:00,15,12,0,Level 1,4,415.23,3-4,2024-01-04,2024-01,15,3,1,-1,2,0.09161926482945444,1.8830725764053005,-1
WF_83,Customer Complaint,TASK_83,Data Entry,Low,Customer Service,EMP_129,2024-06-05 15:39:00,2024-06-05 17:04:00,77,85,1,Level 3,1,124.2,0-2,2024-06-05,2024-06,15,2,6,1,1,0.4499467169338451,-0.6621924152440852,-1
WF_84,Customer Complaint,TASK_84,Escalation,High,HR,EMP_59,2024-12-13 15:36:00,2024-12-13 17:42:00,78,126,1,Level 1,2,421.04,0-2,2024-12-13,2024-12,15,4,12,1,3,-0.7579836619704322,-1.574314905984825,1
WF_85,Customer Complaint,TASK_85,Review,Low,Customer Service,EMP_143,2024-05-30 22:00:00,2024-05-31 00:50:00,124,170,1,Level 3,9,130.94,9-10,2024-05-30,2024-05,22,3,5,1,1,0.44257245333215456,-0.30048958322086716,0
WF_86,Invoice Approval,TASK_86,Approval,High,IT,EMP_88,2024-03-05 21:43:00,2024-03-06 03:10:00,225,327,1,Level 2,9,283.09,9-10,2024-03-05,2024-03,21,1,3,1,1,-1.5437674862882353,0.34783472493244305,5
WF_87,IT Support Ticket,TASK_87,Validation,High,Finance,EMP_28,2024-09-08 16:12:00,2024-09-08 19:30:00,124,198,1,Level 3,1,83.88,0-2,2024-09-08,2024-09,16,6,9,1,0,1.8656942347242231,-0.5244882328422334,4
WF_88,IT Support Ticket,TASK_88,Validation,Low,IT,EMP_27,2024-02-17 18:01:00,2024-02-17 19:39:00,85,98,1,Level 3,1,225.67,0-2,2024-02-17,2024-02,18,5,2,1,1,-1.2266638930786022,-0.0678131065833954,5
WF_89,HR Onboarding,TASK_89,Escalation,Medium,HR,EMP_121,2024-03-13 20:11:00,2024-03-13 23:40:00,181,209,1,Level 3,8,172.21,7-8,2024-03-13,2024-03,20,2,3,1,3,-0.6962137993015454,-1.4191247289852997,1
WF_90,Customer Complaint,TASK_90,Approval,Critical,Operations,EMP_136,2024-12-18 13:22:00,2024-12-18 15:12:00,113,110,0,Level 3,6,364.89,5-6,2024-12-18,2024-12,13,2,12,1,2,-0.0423443328555152,1.964863964571978,3
WF_91,HR Onboarding,TASK_91,Review,High,Operations,EMP_124,2024-05-06 15:32:00,2024-05-06 16:35:00,36,63,1,Level 3,9,177.53,9-10,2024-05-06,2024-05,15,0,5,1,2,0.19215605274759603,1.9942641848665215,6
WF_92,Purchase Order,TASK_92,Data Entry,High,Customer Service,EMP_134,2024-07-07 07:17:00,2024-07-07 12:13:00,221,296,1,Level 2,8,260.11,7-8,2024-07-07,2024-07,7,6,7,1,1,0.11546057385946724,-0.25576631126755545,0
WF_93,IT Support Ticket,TASK_93,Escalation,Medium,Customer Service,EMP_26,2024-11-15 03:48:00,2024-11-15 07:13:00,177,205,1,Level 1,7,481.12,7-8,2024-11-15,2024-11,3,4,11,1,1,0.18494265069725765,-0.2127669075298593,0
WF_94,Invoice Approval,TASK_94,Approval,Medium,Finance,EMP_83,2024-09-20 17:49:00,2024-09-20 19:38:00,17,109,1,Level 1,5,65.1,5-6,2024-09-20,2024-09,17,4,9,1,0,2.1347867660218403,-0.3814846984769865,4
WF_95,Purchase Order,TASK_95,Approval,Low,Customer Service,EMP_137,2024-04-10 17:49:00,2024-04-10 22:18:00,184,269,1,Level 1,9,209.72,9-10,2024-04-10,2024-04,17,2,4,1,1,0.21130988943767778,-0.24261891392581292,0
WF_96,HR Onboarding,TASK_96,Escalation,High,HR,EMP_112,2024-10-22 11:10:00,2024-10-22 12:43:00,77,93,1,Level 3,1,130.12,0-2,2024-10-22,2024-10,11,1,10,1,3,-0.5912459919524793,-1.761398445928937,1
WF_97,Purchase Order,TASK_97,Review,Medium,Customer Service,EMP_143,2024-01-21 15:02:00,2024-01-21 16:30:00,30,88,1,Level 3,5,174.12,5-6,2024-01-21,2024-01,15,6,1,1,1,0.5060093021780072,-0.4675432709772673,0
WF_98,IT Support Ticket,TASK_98,Validation,High,IT,EMP_26,2024-05-23 12:42:00,2024-05-23 16:13:00,161,211,1,Level 2,8,411.13,7-8,2024-05-23,2024-05,12,3,5,1,1,-1.3854102069822996,0.3416536091930046,5
WF_99,Invoice Approval,TASK_99,Validation,High,Finance,EMP_143,2024-03-29 22:10:00,2024-03-30 01:01:00,77,171,1,Level 2,6,113.26,5-6,2024-03-29,2024-03,22,4,3,1,0,2.011169892981702,-0.3031963514159428,4
WF_100,Purchase Order,TASK_100,Escalation,Medium,Operations,EMP_64,2024-11-17 05:34:00,2024-11-17 11:16:00,235,342,1,Level 2,3,161.09,3-4,2024-11-17,2024-11,5,6,11,-1,2,-0.48447861561862404,1.788941657169997,-1
WF_101,Invoice Approval,TASK_101,Review,Critical,IT,EMP_15,2024-06-09 01:21:00,2024-06-09 05:11:00,152,230,1,Level 3,5,375.96,5-6,2024-06-09,2024-06,1,6,6,1,1,-1.4709914503124963,0.20116348915813376,5
WF_102,HR Onboarding,TASK_102,Approval,Medium,Customer Service,EMP_38,2024-06-16 06:07:00,2024-06-16 09:19:00,161,192,1,Level 1,3,431.74,3-4,2024-06-16,2024-06,6,6,6,1,1,0.14869610014186138,-0.40924201857872966,0
WF_103,Customer Complaint,TASK_103,Data Entry,Low,Customer Service,EMP_37,2024-01-28 05:17:00,2024-01-28 09:58:00,176,281,1,Level 1,2,492.06,0-2,2024-01-28,2024-01,5,6,1,-1,1,-0.07555007396384904,-0.4047876121782876,7
WF_104,Invoice Approval,TASK_104,Approval,Low,Customer Service,EMP_53,2024-08-09 03:32:00,2024-08-09 04:44:00,40,72,1,Level 1,6,104.17,5-6,2024-08-09,2024-08,3,4,8,1,1,0.5879705407228648,-0.46135867910478723,0
WF_105,Customer Complaint,TASK_105,Review,High,IT,EMP_127,2024-04-20 20:13:00,2024-04-20 22:58:00,98,165,1,Level 1,9,418.01,9-10,2024-04-20,2024-04,20,5,4,1,1,-1.2753663653812584,0.3779364188881139,5
WF_106,Invoice Approval,TASK_106,Approval,Low,Operations,EMP_124,2024-07-06 18:31:00,2024-07-06 22:09:00,213,218,1,Level 3,5,275.48,5-6,2024-07-06,2024-07,18,5,7,1,2,-0.24222560972391594,1.9024471803198115,3
WF_107,Invoice Approval,TASK_107,Validation,Low,Operations,EMP_38,2024-01-27 02:52:00,2024-01-27 04:33:00,97,101,1,Level 2,3,138.36,3-4,2024-01-27,2024-01,2,5,1,1,2,0.007994461360633405,1.7280280958846812,3
